用户id,用户名,用户头像,发布时间,性别,账户类型,是否机构号,粉丝数量,点赞数量,评论数,回答内容,影响力
9b4276cf17a5c95692ce7c6fc55d216b,晴天娃娃Dav,https://pica.zhimg.com/v2-f12e10d1ca2504c5eae7bbbb84035b7f.jpg?source=1940ef5c,2022/11/6,男,people,FALSE,135,1,0,"因为一些众所周知的原因，国家决定大力度推行第三支柱养老金发展，个人养老金制度就是其中最重要的政策之一。目前，参加人可以向个人养老金账户每年缴存上限为12,000元的资金用于自主选择投资养老金融产品，存入该账户的养老金在投资阶段享受免交个人所得税的优惠，但是在领取阶段，个人领取的个人养老金部分，不并入综合所得，而是单独按照3%的税率计算缴纳个人所得税，其缴纳的税款计入“工资、薪金所得”项目。可以说，这一举措既鼓励了百姓长期投资、享受税优政策，同时还缓解了第一支柱养老金的压力。更多关于《个人养老金实施办法》的解读，请阅读：晴天娃娃Dav：《个人养老金实施办法》解读",0.478405733
e51dc3f0eec0e8fbad15b7a91d2f634c,晨月,https://picx.zhimg.com/v2-30d4b8cdce0f3c46586affdf5d865f79.jpg?source=1940ef5c,2022/11/6,未知,people,FALSE,135,1,0,有种,0.478405733
28bdb9d639e85f19721af1358e007f63,爱基斯摩人,https://pic1.zhimg.com/v2-b0a5bf1aab281002e48b915fefb1e8e1.jpg?source=1940ef5c,2022/12/24,女,people,FALSE,135,1,0,"爱基养老目标基金指数以首批养老目标基金名录的129只养老目标基金作为指数样本，以反映养老目标风险和养老目标日期策略的整体表现。指数分类及名称具体的策略分类，以基金合同约定的策略（目标风险或目标日期）为准，其中：目标风险策略又根据权益仓位上限和中枢的不同，分为稳健（保守）、平衡（均衡）和积极，具体以基金名称所描述为准；目标日期策略根据下滑曲线设定不同，分为2030、2040和2050三类，若不在此年份的其他目标日期年份，按照四舍五入的方法归入到相应分类中。爱基养老目标基金指数以首批养老目标基金名录的129只养老目标基金作为指数样本，以反映养老目标风险和养老目标日期策略的整体表现。指数基日和基点该指数以2021年12月31日为基日，以1000点为基点。样本选取方法爱基养老目标基金指数的样本空间由满足以下条件的养老目标基金构成：（1）样本范围：以首批养老目标基金名录的129只养老目标基金作为指数样本；（2）样本剔除：为了使指数长期收益率具有可回测性，指数在基日剔除了成立时间在2021年12月31日之后的基金（共计剔除16只），并在之后基金成立后逐渐加入样本。指数计算方式加权方式：等权重。计算公式为： 其中， （1） Index_t是 t 日的指数收盘价；（2）Index_(t-1)是 t-1 日的指数收盘价；（3）R_(i,t)是样本中第i只基金t日的收益率；（4）N是每个类别的样本数量。指数样本和权重调整（1）当基金类别发生变动时，采用及时调整方法。（2）养老目标实时名录信息以人社部信息平台及基金行业平台发布的名录为准，若有更新则及时调整。END",0.478405733
a4148d4c3b33998dfde6d291cf02ded3,顾三问,https://pic1.zhimg.com/v2-055e197544ba91073188f51f7122d936.jpg?source=1940ef5c,2023/1/2,女,people,FALSE,135,1,0,有必要起码可以年老了多一笔费用在手。每个月1200元，到退休，按3%利率每月可以多1500元以上。最重要税可以节税，法定每年省几千我现在买的人保养老保险，每月支付2000元，60岁以后每月领取3000元至终身。同类型的国民养老保险公司产品可参考。而新政策等于在2000元部分里我可以分开在养老金指定账户存，并且按税率每年有税费优惠。优惠的就是赚到的。12000元一年，税率10%，一年赚1200元，税率20%，一年赚2400元。如果税率没那么高，也算给自己强制储蓄的个渠道。另外现在开户各大银行还有活动，我开通的建行存1元拿到了50元的微信立减金。如果再存500元，还能拿到20元立减金,0.478405733
44b0c4e49bf26747d9da881c50e072a7,Jimmy,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/18,未知,people,FALSE,125,1,0,我不喜欢网上那些一棍子打死的，具体事情应该具体分析。虽然对大部分人确实不利，但是不能因此忽略/误导小部分有利的人：1）如果你在接下来1-3年内退休，就是有必要买，因为1-3年风险可控，就算存款也可以少很多税。2）如果你在接下来3-5年内退休，就是鼓励买，因为3-5年虽然风险/收益有点大，但是从分散风险角度来说，还是鼓励购买的。更多选择更多欢笑。3）5年以上的，很多高赞的答案已经说了，我就不重复了…,0.47778577
1a257a20eae2bce9c56529c023e1951d,JasonC,https://picx.zhimg.com/v2-4ad013e2e4b58a7838b223d8df6a9ab7.jpg?source=1940ef5c,2022/11/4,男,people,FALSE,121,1,0,按照知乎人均年薪百万的标准，各位都是要交45%的个税的。现在一年交养老金免税12000，等于直接给大家发了12000*0.45=5400 你们就偷着乐吧！为什么要限制只能交12000啊，还不是怕知乎用户们赚太多，把国家掏空了，果然是大智慧！,0.477537677
ad87f327c781692c0d0345b69088784f,离雨,https://pic1.zhimg.com/v2-982529fd62c6ab0b137a976dbe6f35c3.jpg?source=1940ef5c,2022/12/26,未知,people,FALSE,115,1,0,现在看来已经没有用了,0.477165422
b0156be282d8539bd2770edb93f63c8f,Asura,https://picx.zhimg.com/v2-cdb7f04b32ef3cf346e0eff6d6e1b903.jpg?source=1940ef5c,2022/12/9,男,people,FALSE,109,1,0,存了你就上当了,0.476793029
4855eca3fdfeb592c0101cd20d84e035,爱玩股基哥,https://picx.zhimg.com/v2-a0b29b1ff7dd49150451067c33040997.jpg?source=1940ef5c,2022/11/6,男,people,FALSE,102,1,0,11.6周日晚复盘：转眼明日A股又开盘了，你是期待还是徘徊？新一周行情如何演绎呢？我们又该怎么应对？无论你是持股待涨还是空仓观望，新一周行情都至关重要，如果你还处于纠结和迷茫之中，那就赶紧来看看我今晚的分析，认真看完，想象能让你茅塞顿开！周末迎来三大利好，而大盘继续反击面临两大压力，一条主线有望继续大涨！具体如下：一，周末三大利好1、个人养老金政策落地！周末最大利好，再次给当下大A提振信心，带来中长期增量资金信号，甚至养老金入市进入倒计时，最快可能就是12月份，可以说万事俱备了，就看何时真正基金账户可落地运作了，有这个利好刺激，大盘有望继续走强反击。2、人民币大幅升值！截止周五收盘，当前离岸人民币兑美元汇率报收7.1749，一夜之间回到一月前，大利好！我一直和大家说，这是一个关键点，汇率稳了，大盘自然稳顶，新一周汇率能够保持在7.2以内，那么大盘有望冲击3200点，我们拭目以待！3、大众中国刘云峰：中国汽车产业已成为智能汽车技术的世界领导者！周末多个峰会召开，新能源汽车再次成为焦点，多个新能源汽车利好出炉，新能源汽车依然是当前我国制造业发展重点，特别是高端制造业核心发展方向，会带动整个高端制造业走向更高更远的方向，如此新能源汽车产业链有望再次成为盘面炒作主线，值得期待！二、大盘分析1、周五的放量长阳再次给市场提振信心，坚定了人心，彻底吊打空头，这是一轮逼空上涨的反击，成交量过万亿，做多热情被激活，但是行情不会一蹴而就，我一直和大家交代，当前依然属于超跌反击的技术性修复行情对待，行情何时反转？等突破3200点再确定；而本周继续反击走强面临两大压力，第一大压力位3100点，然后是60日线，而就目前的形势，真正压力位应该是3200点。2、或许很多人还在担心大盘不稳，因为根本性问题没有解决，外围局势不稳，国内Y情反复，但是有句话叫做利空出尽就是利好，可以确定2885点就是一个阶段性底部信号，3000点短期内不会轻易再回头跌破，这里势必要上演一轮维稳行情，即便有回调业仅是休整，震荡储蓄，然后继续震荡上扬的节奏。3、有一点大家务必明白的是，此轮反击仍以结构性分化格局对待，这种持续放量长阳反击不可持续，白酒和券商业不可能持续性大爆发强势反击护盘，他们目的明确，就是维稳吊打空头，将大盘扭转稳定之后，剩下的就再次让市场慢慢消化，慢慢成长，有句话叫做蓝筹股搭台，题材股唱戏，看这场搭台是搭在3100点上方还是3200点上方，就这么简单，而我们重点还是把握题材股精彩表演带来的波段机会，会更加的实在和安全。三、新一周炒作方向花落谁家？1、第一大主线，上面已经说了，那就是新能源汽车，而当前新能源汽车重点还是两大方向，一是锂电池产业链上游原料和新技术突破风口；二是智能汽车方向，如车联网、无人驾驶、智能座舱、胎压测试、一体化压铸等！2、新能源，周末《湿地公约》第十四届缔约方大会在武汉召开，环保产业链有进一步推动背后清洁能源发展，甚至包括污水处理和相关绿色电力，这也是赛道股一重大方向，我个人看好的还是光伏发电、储能和氢能源为主。3、数字经济产业链，周末多个科技方面利好消息，如数字人民币再迎利好；此外华为鸿蒙概念消息刺激市场，科技依然是第一生产力，对经济的发展起到重要作用力，而近期相关数字经济产业链概念轮番表现，一旦利好来袭，随时可以再度卷土重来炒作，继续挖掘其中潜力品种。4、最后一个还是回到我心心念念的超跌品种方向，在赛道股为前提的基础上，无挖掘有业绩支撑的超跌次新股潜力品种，特别是创业板和科创板是重点。我自己私下和不少朋友交流业有分享我个人看好的几个目标，静等接下来放量长阳反击的到来！展望后市或许不少人对于这轮反击还没有醒悟过来，甚至感觉不可思议，行情往往就是在大家绝望和恐慌之中爆发，而又在大家犹豫和徘徊之中上涨反击，甚至再大家后知后觉后反弹，而当大家疯狂追涨贪婪博弈的时候或许又是新一轮下跌调整到来之时，这就是当下的A股市场，而目前的大盘刚好完成第一个阶段，接下来就会进入第二个阶段，大家一步步看，更多的还是局部的炒作热点轮番表现为主。至于中长期来看，我认为11月行情还是需要一步步消化前期套牢盘，一边消化一边震荡储蓄，然后一边等待局势的好转，确认加息的放缓，等待12月新一轮经济维稳政策到来，甚至等个人养老金的到来，同时也是等待国内相关数据，确定形势扭转之后，再上演真正的反弹，这才是我们所期待的未来！,0.476358395
b10b46602adc29de5d682a8277d7512f,一颗糖,https://picx.zhimg.com/v2-ef53c05ed251a2ec9b294a223f2911c0.jpg?source=1940ef5c,2022/12/5,未知,people,FALSE,101,1,0,不买，觉得自己没命活过一年三次的新冠,0.476296289
3dfe49fa8777e8d19e3dcdeebc380311,夏益,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/11/6,未知,people,FALSE,93,1,0,个人缴纳的部分一直都是可以继承的,0.475799302
cf596b480135672d5c7d8f6732445f2e,排排网百科,https://picx.zhimg.com/v2-a65786c16c542c22330fc19ebd28d7d3.jpg?source=1940ef5c,2022/12/5,男,people,FALSE,92,1,0,这里有篇关于个人养老金的文章可以给你做一下参考：个人养老金与自己存钱养老有什么区别？_私募排排网对于月薪不过万的普通打工族，有必要买吗？小编的回答是个人养老金是一种辅助的养老金，如果你的收入还是有足够的富余，还是有必要去购买的。至于目前用养老金购买的理财产品会亏本和退休后可以多拿多少退休金，这个问题的话就不能给你很绝对的回答啦。因为理财产品有短期波动是肯定的，但是个人养老金是属于长期封闭型的理财产品，所以长期来看会亏本的可能性还是比较低的。最终你能拿多少养老金，还是要看你投入多少，和理财产品的具体收益了。4月21日国务院正式发布了《个人养老金发展的意见》，里面明确规定了个人养老金的参加范围、制度模式、缴费水平、税收政策等。个人养老金账户有什么好处呢？1. 你退休后能够有机会获得三份养老金。由于必须缴纳了基本养老保险才可以缴纳个人养老金，所以退休后就有机会领取三份养老金。第一份是缴纳基本养老保险可领取的基本养老金，第二份是单位或者企业的年金，第三份便是自己缴纳的个人养老金。2. 减少税收。个人养老金是实行递延纳税优惠政策，并且投资收益免征个税。这就是说，购买个人养老金的费用是在税前所的金额里扣除的，那等于当期你需要缴纳个税内可少扣这一部分的钱。后续个人养老金投资理财后得到的收益，目前也是可以免税的。领取个人保险金时，所需缴纳的税收，现在暂时也从7.5%的个税降低至3%。3. 自主选择金融产品。这次个人养老金可以购买的金融产品不止养老保险，还可以选择符合规定的银行理财、储蓄存款、商业养老保险、公募基金等金融产品。4. 减少个人储蓄的不确定性。如果将钱只是放入银行自己保管，很有可能会控制不住自己，时不时给自己一些借口取出来使用。但是如果将资金购买个人养老金，这些钱便会长期锁定，减少超前消费或过度消费的可能性。个人养老金适合哪些人群？个人养老金更加适合经济能力相对充裕的人群，在日常生活开支之外还有盈余，想要给自己未来养老生活多一份保障。原有的基本养老金是有规定可缴纳的最高限制，因此高收入人群买不到更多的养老保险。但是，现在有了更多的选择，他们可以增加购买个人养老保险。这样未来退休后，能够领取的养老金就能比原先可领取的高了许多，让退休生活品质不会和退休前的生活差距过大。总的来说，购买个人养老金还是有许多好处的，为了自己往后的退休生活可以更加多姿多彩一些，再购买多一份保险，还是很有必要的。更多关于个人养老金的资讯和私募的资讯可访问私募排排网了解~私募排排网-国内私募基金一站式服务平台,0.475737161
cf596b480135672d5c7d8f6732445f2e,排排网百科,https://pic1.zhimg.com/v2-a65786c16c542c22330fc19ebd28d7d3.jpg?source=1940ef5c,2022/12/13,男,people,FALSE,92,1,0,如果是经济能力相对充裕的人群，小编还是非常推荐开始存个人养老金的。经济能力相对充裕的人群在日常生活开支之外还有盈余，想要给自己未来养老生活多一份保障。原有的基本养老金是有规定可缴纳的最高限制，因此高收入人群买不到更多的养老保险。但是，现在有了更多的选择，他们可以增加购买个人养老保险。这样未来退休后，能够领取的养老金就能比原先可领取的高了许多，让退休生活品质不会和退休前的生活差距过大。总的来说，购买个人养老金还是有许多好处的，为了自己往后的退休生活可以更加多姿多彩一些，再购买多一份保险，还是很有必要的。这里有篇专门讲解《个人养老金账户有什么好处？适合哪些人群？》的文章，大家有兴趣的话可以看看：个人养老金账户有什么好处？个人养老金适合哪些人群？_私募排排网除了上面《个人养老金账户有什么好处？适合哪些人群？》这篇文章，小编还整理了大家都很关心的其他关于个人养老金的知识，想要了解更多关于个人养老金信息的朋友们可以点击查看：个人养老金来了！你关心的都在这儿更多关于私募的资讯可访问私募排排网了解~私募排排网-国内私募基金一站式服务平台,0.475737161
ab53274365aa7e8fbbf7c611a86f4a42,清风唯梦,https://picx.zhimg.com/8c6eeec14fccebde1036ccf84511f453.jpg?source=1940ef5c,2022/11/6,男,people,FALSE,91,1,0,好啊，大家都存养老金吧,0.475675016
7f5cdd84b00ef24f3b4cfd94bb915986,他们的故事,https://picx.zhimg.com/v2-1e9cc6a75b312f0a22cf7ef7233cc205.jpg?source=1940ef5c,2022/12/18,男,people,FALSE,91,1,0,搞清楚一点，我们作为普通老百姓，天底下真有有好事情轮得到你？,0.475675016
6760d2eea3e09fc46085d06f01bb22dd,压力大时会牙痛,https://pic1.zhimg.com/v2-4809ed126497ce24e7539e3aabd551ca.jpg?source=1940ef5c,2022/12/16,男,people,FALSE,88,1,0,你惦记别人利息，别人盯着你本金。有没有大佬愿意到小弟这贷点款花花？正规银行广告。,0.475488559
5e3a5c3483ef96adf467705ebf08d672,哈哈哈,https://pic1.zhimg.com/v2-c0ce43a3048c69f8ea5a21e75caab14c.jpg?source=1940ef5c,2022/12/12,男,people,FALSE,88,1,0,想当韭菜的话，推荐购买。,0.475488559
9a9750c5740f0ec1ed2d9f09ec46212b,蒋小鱼,https://pic1.zhimg.com/bffdb4d66323935355316987603d4d84.jpg?source=1940ef5c,2022/12/9,未知,people,FALSE,87,1,0,我不存。要等几十年退休后才能使用这笔钱，我干嘛不自己存银行呢。,0.475426399
c636ff68129e7a65c8580f379269bd66,doublesmall,https://picx.zhimg.com/v2-3f0e9e615d7c29e70f104a6bba1f0f4d.jpg?source=1940ef5c,2022/12/10,未知,people,FALSE,87,1,0,当然是不存了，典型的你看上他的利息他看上你的本金说要存的，无非看上那免税额度，可国家 从未承诺过永久抵税哦，只生一个好，国家来养老，还有记忆不？第二，领取时间。都把这玩意儿对比美国401k，但你把领取条件对比对比，这玩意儿给401k提鞋都不配。除非是临近退休，不然存这玩意儿就是冤大头。第三，无兜底不保本，大部分都是基金，中国股市啥破样，这几十年没点逼数？,0.475426399
00f7e7dc67bb01826e7f7d44c73632d1,多多,https://picx.zhimg.com/v2-98efba035c8780d979c6d5aa1b4ab4e9.jpg?source=1940ef5c,2022/12/14,女,people,FALSE,86,1,0,先看一组数据吧：2022年个人所得税起征点为5000元。工资范围的个税税率为：1-5000元之间的， 税率为0%；5000-8000元之间的， 税率为3%；8000-17000元之间的， 税率为10%；17000-30000元之间的，税率为20%；30000-40000元之间的，税率为25%；40000-60000元之间的，税率为30%；60000-85000元之间的，税率为35%；85000元以上的， 税率为45%。或者换种说法：年度不超过36000元的税率为：3% 速算扣除数：0超过36000-144000元的部分税率为：10% 速算扣除数：2520超过144000-300000元的部分税率为：20% 速算扣除数：16920超过300000-420000元的部分税率为：25% 速算扣除数：31920超过420000-660000元的部分税率为：30% 速算扣除数：52920超过660000-960000元的部分税率为：35% 速算扣除数：85920超过960000元的税率为：45% 速算扣除数：1819202021年全国居民人均收入中位数为全年为35128元，平均到每个月为2927元，连3000块钱都不到。2021年全国收入排名第一的上海，人均年收入为78027元，平均到每个为6502元；2021年全国收入排名最后一名的省份是甘肃省，人均年收入仅仅只有22066无，平均到每个月只有1839元，连两千块钱都不到。再把全国居民工资收入分阶层来看看：最底部薪阶层月收入2995元以下的居民，占我国总人口47.7%；往上的普薪阶层月收入在2995-7345元之间的居民，占比39.4%；而中产阶层的月薪一般在7345元-20600元，占比10.9%；再往上高薪阶层的月薪为20600元-36589元，这部分只占总人口的2%；处于最顶端的是超高薪阶层和富豪阶层，这2个阶层的月薪都在36589元以上，这两部分人占比加起来低于1%。综上，作为塔底的低薪阶层和普薪阶层达到了全国总人口87.1%，占比接近9成。通过上面关于不同收入阶层交税的简单计算后，你会发现月薪8000元以下的人真的不适合购买个人养老金，因为这部分人不仅不会帮助自己节税，反而还有可能多交一笔税钱。当然，也并不是说个人养老金不好，收入低的人就一定不要参加，而是你要根据自己的实际情况将自己手上并不多的工资和存款运作得当，充分利用仅有的资金和资源，不要盲目路人别人去参加个人养老金，毕竟这个钱你一旦投入进去，中途是拿不出来的。而且，个人养老金在你退休领取的时候，是需要向国家上次3%的个人所得税的。,0.475364235
bed49b8c8cf1070bb107764d9f703182,剡main,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/10,未知,people,FALSE,82,1,0,我只知道这玩意大概率能把公共养老金给挖废掉。,0.475115541
87a2286023644c197ae9ef3c2c32b3b1,张会玲,https://picx.zhimg.com/v2-124d29c1595e78bf491321c1c8efb30a.jpg?source=1940ef5c,2022/12/10,女,people,FALSE,73,1,0,咱们就从收益角度，给大家做个分析~首先说个人养老金，它有四类投资产品，储蓄存款、理财产品、商业养老保险、公募基金。如果这每年的1.2万只是你养老资金中非常小的一部分，完全可以接受亏损甚至血本无归，只是想用来博取可能的更高收益，那我建议你选择公募基金，毕竟国家用来做养老的公募基金产品肯定是优中选优的~而理财产品收益不怎么高，但潜在的亏损风险也不小，所以个人是不建议选择的~如果不能接受有本金的损失，那只能选择储蓄存款和商业养老保险两类产品~公募基金和理财产品的收益我们不好估计，但储蓄存款和商业养老保险我们可以用产品的政策规定来做个估算~目前政策规定购买储蓄存款类产品前五年每年收益率是4%，5年后就跟随市场确定了~商业养老保险分为稳健型和进取型两类，其中最高的保底收益率是2%，2%以上不确定~而随着肉眼可见的利率下行，我们最稳妥的选择方式就是前5年购买4%的储蓄存款产品，5年后有保底收益的商业养老保险，这样，我们就能得出放进去的钱保底收益是多少了~下表就是根据上述购买方式，计算得出的咱们放进去的钱年化收益?：?注：60岁时保底收益比例=避税税率+5年储蓄存款收益+剩余年份商业保险的保底收益复利累计结果从数据测算结果看，有以下两个规律：同样的年龄，收入越高，收益越高~同样的收入，年龄越大，收益越高~需要说明的是，这是每个年龄第一笔钱的收益，以后随着年龄越来越大，收益越来越高~也就是说，如果以你现在的年龄购买时，你认为这个最低收益有点难以接受的话，那过几年可能就比较合适了~所以可以选择过几年再开始买~,0.474555753
dc25a1f32bf08c5e782dab20fbc9be7f,张之一,https://pic1.zhimg.com/v2-82aac4f793e05cca411416272a68b17a.jpg?source=1940ef5c,2022/12/6,男,people,FALSE,72,1,0,快退休了可以买，用屁股想都知道这玩意最开始的十几年收益一定会很高，相当于一笔几乎稳赚的高收益投资，我估计收益应该至少有沪深300的水平。但年轻人别买，这不是赚不赚钱的问题，而是回报周期的问题，三十年后才把钱还回来，不管这玩意是啥都不该考虑。,0.474493535
05cbb19e98a6e8485e4dbc83dc392397,龙战于野,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/11/4,未知,people,FALSE,69,1,0,你从哪解读出来这东西有积极意义的？,0.474306857
fd4819090a94f03deeb980e05990ec65,ppdd009,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/20,未知,people,FALSE,67,1,0,这个东西大家不要单独看待它是组合拳里面先放出来的一环意思就是：现在的人均收入，多数人工资不多，用不上这个额度来省税后面大放水大贬值来了，多数人就用得上了。,0.474182386
f50843112cdb828adfecebcd1297b2d5,官官居柩,https://pica.zhimg.com/v2-e6daa732be6d2d477ebf6059e754af6d.jpg?source=1940ef5c,2022/12/13,男,people,FALSE,5062,0,0,个人养老金是指政府政策支持、个人自愿参加、市场化运营、实现养老保险补充功能的制度。个人养老金实行个人账户制，缴费完全由参加人个人承担，自主选择购买符合规定的储蓄存款、理财产品、商业养老保险、公募基金等金融产品，实行完全积累，按照国家有关规定享受税收优惠政策。 根据《个人养老金实施办法》第二条之规定， 个人养老金实行个人账户制，缴费完全由参加人个人承担，自主选择购买符合规定的储蓄存款、理财产品、商业养老保险、公募基金等金融产品（统称个人养老金产品），实行完全积累，按照国家有关规定享受税收优惠政策。 说来说去，就是自愿买保险，换了个说法而已。30岁后有社保就没必要买了吧，除非钱多的。,0.473871141
7be3e339e58a64aa95d924e4e00a5a02,ANesthesin,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/11/5,未知,people,FALSE,62,1,0,我准备今后每年买2.4万块的金条。用于养老或者防止意外。然后告诉自己，钱没少，别人买养老金了,0.473871141
8dc841b56e022e9e0965877ab39fe583,三码,https://picx.zhimg.com/v2-13dbe76af1a663b03da97b000c713882.jpg?source=1940ef5c,2022/12/13,男,people,FALSE,60,1,0,把自己的钱放别人那里，想拿回来各种条条框框限制，最后还不一定给你，咋滴斯德哥尔摩综合征？,0.473746616
67bf33e1dbf806edf841e4ea7dbb6fb9,夜莺的呕血,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/15,未知,people,FALSE,58,1,0,第一次给了钱不给货，让你买第二次，你觉得就第二次就会给货了？第一次损失的是钱，第二次丢的是智商……,0.473622075
9b00040ac9e31243f8314d70735cffb8,蓝白精神,https://picx.zhimg.com/c250fae0d593cf25028087009ff09686.jpg?source=1940ef5c,2022/11/8,男,people,FALSE,57,1,0,以80后的经验来看，我能赶上的事只有两种，操蛋和更操蛋。,0.473559799
8d1e66938406d734de4262c518e02eb5,真的自我,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/6,未知,people,FALSE,55,1,0,所有的内容个人养老金说明里面都写着，现阶段没有更多资料披露的情况下，如果你用尽所有的避税方案后，你交的税还能够到10%的那一档，那就可以买，毕竟目前看只有一个避税的好处，如果你比10%那一档的最低标准刚好高12000，这时候是利益最大化的！,0.473435235
f4a0abace1f377704f90bd4df27573f7,白茯苓,https://pic1.zhimg.com/v2-2ec8288385fb97c2d109bf3aa78b1096.jpg?source=1940ef5c,2022/12/9,女,people,FALSE,55,1,0,30岁了，人到中年，该不该存个人养老金？答案是肯定的。虽然30岁也有很好的职场前景，但也不能掉以轻心，要有危机感。因为人到中年身体，会开始走下坡路，这个时候很多疾病会找上门来。而且你的子女在大学毕业后，可能很难找到对口的工作，如果你没有足够的存款，未来就无法安享退休生活。因此提前做好准备是很重要的。存个人养老金可以作为补充养老金，也可以是退休后增加收入的一种方式。30岁前是积累财富最为重要时期，这期间身体素质、工作状态、家庭经济状况等因素都会影响你对财富的规划是否合理。如果你对自身情况不了解，盲目进行储蓄只会让自己陷入被动。一定要做好自己的养老规划，提前为自己准备好养老金！,0.473435235
c544531048e2e935aae3889d8683465c,赵尘,https://picx.zhimg.com/b820f549196f941308ae897de7ab07f7.jpg?source=1940ef5c,2022/12/19,男,people,FALSE,53,1,0,市场有波动很正常，尤其是FOF，投资标的就是各种基金啊，难道你们买产品，不看产品信息，投资标的的吗？目前市场股票基金和债券基金都是下跌的，所以FOF下跌很正常啊，现在账面浮亏了，你们一个一个的晒收益，未来市场一波牛市，你们还晒收益吗？我没买。,0.473310655
dff4067ef6ca8039e6053b386b1385bd,不懂,https://picx.zhimg.com/v2-63fa410ffae5385bf2c86ea385863711.jpg?source=1940ef5c,2022/12/18,未知,people,FALSE,53,1,0,这他妈不就是旁氏嘛,0.473310655
9a92fc98bd4b3491488126b94a4c0058,11劫,https://picx.zhimg.com/v2-f3bfe01d66323b5d291e82792c382c08.jpg?source=1940ef5c,2022/12/16,未知,people,FALSE,40,1,0,没看见那个专家说，要把居民的存款转化百分之3，40到养老金账户吗，把我们随时可以用的，变成他们想咋操作就咋操作的,0.472500509
0e8abd798c8832b410f91af73963414f,孔丙己,https://pic1.zhimg.com/v2-01a1412961176a9c2902e9c611fb67fc.jpg?source=1940ef5c,2022/11/7,男,people,FALSE,36,1,0,年轻的时候都难活，哪还有闲钱考虑老了以后,0.472251102
30635878e008c6568c39ec67a818b832,Ming,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/25,未知,people,FALSE,35,1,0,先要求所有企业按照实发工资缴纳五险一金敢不敢？我猜不敢，明面理由是企业也很难，这个要允许。实际上是有钱人的蛋糕不能动。养老金缺口这事情肯定也不是今天才能预测出来的对吧？再收一遍自己也觉得说不过去了对吧？那改为忽悠吧，说不定有人算不清就买了，骗一个算一个。最后问一句，土地所有权归国家（全体人民所有，我们是社会主义国家没错吧），那么请问凭什么拍卖土地使用权收人民权。收了钱花哪了？地方财政支出？这么多人交钱还不够，有多少人只吃不产啊。做个人吧,0.47218874
0d32b88ecb69fb402f28fbc699b21d43,桐花摇曳,https://pic1.zhimg.com/v2-c374830a2b56b191eb3a4e5cc831d797.jpg?source=1940ef5c,2022/11/6,未知,people,FALSE,34,1,0,个人账户里的一直就可以继承，这一条不过是重复说出既有的内容，没什么出奇的。统筹账户里的，现在、以后也不可能继承，类似父母去世，他们往后的月工资不可能转到儿女身上。,0.472126375
d781818b9d3f0963d9c57ff7b7259cd7,改名茗茗,https://picx.zhimg.com/v2-13f639f23995ac6cbc96eeb0ddb410b6.jpg?source=1940ef5c,2022/11/4,男,people,FALSE,33,1,0,积极意义是，提出了一种解决办法。,0.472064005
e477dfb7d982c82a1e5cd4bdbdc0787c,无名,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/20,女,people,FALSE,32,1,0,按以往的政策连续性来估计，撑死十年保持不变。再之后就自求多福吧，随便来个延后退休年龄+不一次性提取，基本就相当于交税做贡献了...补充一个跟美国401k不同之处的小细节：401k是到了60岁可取，没绑定退休年龄；允许提前提取，但会扣10%的罚金。至于为什么在这些细节上要搞中国特色，就各自解读吧。,0.472001632
6ba20c504869e2c9cdfef300243a5d07,Preacher,https://pic1.zhimg.com/9536b8892614df545156a8c085a2e492.jpg?source=1940ef5c,2022/12/16,男,people,FALSE,31,1,0,有信任危机了 ..买?  买什么?买最后的出尔反尔&gt;?,0.471939255
